Chapter No,Verse No,Shloka,English Translation,Explanation,filter_expl
15,10,उत्क्रामन्तं स्थितं वापि भुञ्जानं वा गुणान्वितम् | विमूढा नानुपश्यन्ति पश्यन्ति ज्ञानचक्षुष: ॥10॥,"Persons who are diversely deluded do not see it even when it is leaving or residing (in this body), or experiencing, or in association with the qualities. Those with the eye of knowledge see.","The soul savors the perceptions of the mind and the senses while it resides within a body, but not everyone can understand this. It is a spiritual object and cannot be seen or touched using material senses. Several experiments have been conducted by scientists to find the soul, but the material instruments of the laboratories are no good to detect it. Hence, they conclude that all the bodily parts working together are the source of life.It is similar to a newbie mechanic trying to figure out how does a car move. He looks at the movement of the wheels, traces that back to the accelerator, then the steering wheel and the ignition switch. He concludes that all these parts make a car move. But he missed the important part, who starts the ignition and moves the steering wheel? Unless a driver operates the car, it would not move. Similarly, devoid of spiritual knowledge about the existence of the soul and its functions, the physiologists’ theory is that the physical body itself along with its different parts is the source of life.In this verse, Shree Krishna has said that the ignorant (vimūḍh) are unaware of their own divine identity and presume the physical body to be the self.  Only someone who has acquired spiritual knowledge understands that it is the soul that gives life to the body. Without the soul, the body is lifeless. When a person dies, the material parts of the body; the heart, brain, lungs, limbs, etc. are there, but they don’t function, as the soul has left the body.Consciousness is an indication of life or the presence of a soul in a physical body. When the soul departs, consciousness ends. Only those who have acquired the eyes of knowledge (jñāna chakṣhu) can understand this phenomenon.",the soul savors perceptions mind senses resides within body not everyone understand it spiritual object not seen touched using material senses several experiments conducted scientists find soul material instruments laboratories good detect hence conclude bodily parts working together source lifeit similar newbie mechanic trying figure car move he looks movement wheels traces back accelerator steering wheel ignition switch he concludes parts make car move but missed important part starts ignition moves steering wheel unless driver operates car would not move similarly devoid spiritual knowledge existence soul functions physiologists theory physical body along different parts source lifein verse shree krishna said ignorant vimūḍh unaware divine identity presume physical body self only someone acquired spiritual knowledge understands soul gives life body without soul body lifeless when person dies material parts body heart brain lungs limbs etc function soul left bodyconsciousness indication life presence soul physical body when soul departs consciousness ends only acquired eyes knowledge jñāna chakṣhu understand phenomenon
15,11,यतन्तो योगिनश्चैनं पश्यन्त्यात्मन्यवस्थितम् | यतन्तोऽप्यकृतात्मानो नैनं पश्यन्त्यचेतस: ॥11॥,And the yogis who are diligent see this one as existing in themselves. The non-discriminating ones who lack self-control do not see this one-though (they be) diligent.,"Only acquiring knowledge is not sufficient, it must also be in the proper direction. The common flaw with the human approach is that we tend to use our material senses to understand the divine. We want to decide the correctness and faults in knowledge with our intellect, which has only worldly but no experience of the divine. We believe that things which cannot be perceived by the mind and the senses do not exist.This approach is well elucidated by Noble laureate and French physiologist, Alexis Carrel. In his book, Man the Unknown, he states: “Our mind has a natural tendency to reject the things that do not fit into the frame of scientific or philosophical beliefs of our time.  After all, scientists are only human.   They are saturated with the prejudices of their environment and epoch.  They willingly believe that facts which cannot be explained by current theories do not exist.  At present times, scientists still look upon telepathy and other metaphysical phenomena as illusions.  Evident facts having an unorthodox appearance are suppressed.”According to Nyāya Darśhan, one of the ancient schools of Hindu philosophy, such thinking is called kūpa-maṇḍūka-nyāya (the logic of a well-frog).  The story behind this is of a frog which has been living within the walls of a well, unaware of the world outside. Once an ocean frog gets washed off and falls into that well. The well-frog enquires to the newcomer, “How big is the ocean, where you lived?” The ocean frog replied, “It is huge.” The well-frog said, “It must be 5 times bigger than this well.” To this, the ocean frog said, “No much bigger than that.” The well-frog said, “Is it 10 times bigger?” “Much more than that,” said the ocean frog. The well-frog was now curious and said, “A hundred times?” To this, the ocean frog replied, “A hundred is nothing, the ocean is much bigger than that.” The frog from the well did not believe the ocean frog and said, “You are a liar, how can any place be a hundred times bigger than my well?” The well-frog had been living there its whole life, it had not seen anything beyond the walls of that well. Therefore, its mind could not comprehend the idea of a vast ocean, or the world that existed outside of that well.Like the frog of the well, materialistic people cannot perceive the idea of an eternal soul. Due to their limited experience and lack of spiritual knowledge, they cannot perceive that there is an entire spiritual universe beyond the understanding of their material intellects. Only those who have taken the path of spirituality, endeavor to purify their hearts with humility and faith. A cleansed mind naturally experiences the presence of the soul. Then the knowledge of the scriptures becomes clear to them.Similar to the existence of the soul, the senses cannot perceive the existence of God as well. Only through the eyes of knowledge can one realize God. In the next verse, Shree Krishna has briefed on the method of perceiving the existence of God.",only acquiring knowledge not sufficient must also proper direction the common flaw human approach tend use material senses understand divine we want decide correctness faults knowledge intellect worldly experience divine we believe things not perceived mind senses not existthis approach well elucidated noble laureate french physiologist alexis carrel in book man unknown states our mind natural tendency reject things not fit frame scientific philosophical beliefs time after scientists human they saturated prejudices environment epoch they willingly believe facts not explained current theories not exist at present times scientists still look upon telepathy metaphysical phenomena illusions evident facts unorthodox appearance suppressed according nyāya darśhan one ancient schools hindu philosophy thinking called kūpamaṇḍūkanyāya logic wellfrog the story behind frog living within walls well unaware world outside once ocean frog gets washed falls well the wellfrog enquires newcomer how big ocean lived the ocean frog replied it huge the wellfrog said it must times bigger well to ocean frog said no much bigger that the wellfrog said is times bigger much said ocean frog the wellfrog curious said a hundred times to ocean frog replied a hundred nothing ocean much bigger that the frog well not believe ocean frog said you liar place hundred times bigger well the wellfrog living whole life not seen anything beyond walls well therefore mind could not comprehend idea vast ocean world existed outside welllike frog well materialistic people not perceive idea eternal soul due limited experience lack spiritual knowledge not perceive entire spiritual universe beyond understanding material intellects only taken path spirituality endeavor purify hearts humility faith a cleansed mind naturally experiences presence soul then knowledge scriptures becomes clear themsimilar existence soul senses not perceive existence god well only eyes knowledge one realize god in next verse shree krishna briefed method perceiving existence god
15,12,यदादित्यगतं तेजो जगद्भासयतेऽखिलम् | यच्चन्द्रमसि यच्चाग्नौ तत्तेजो विद्धि मामकम् ॥12॥,"That light in the sun which illumines the whole world, that which is in the moon, and that which is in fire, -know that light to be Mine.","In the human form, we tend to forget our origin and eternal form. We regard ourselves as the physical body and get attracted to our bodily relations; parents, spouse, children, material wealth, etc. We feel they are the most significant. We also forget that it is God who is the creator and sustainer of the entire universe.In this verse, Lord Shree Krishna has said that the entire creation; is the manifestation of his energy. Even the Sun gets its radiance from him. According to scientific theories, the energy emitted every second by the sun is equivalent to millions of nuclear power plants put together, and it has been an uninterrupted process for billions of years. Yet this energy has not reduced in any way. The glory and brilliance of the sun are a part of God’s wonderful creation.Similarly, the night sky is lit up by the moon. Though our mundane intellect might want us to believe and it is also scientifically concluded that moonshine is due to the reflection of the sun’s light. But the periodic movement of the moon is also part of God’s amazing creation. The sun, the moon, the planets, stars, the panch mahabhootas (earth, water, air, fire, and ether); in fact, the entire universe is a manifestation of God’s vibhūtis (opulence). It would be very naïve to think that such an amazing celestial arrangement is a result of some random big bang.There is a story in Kenopanishad, which explicates this. Once there was a prolonged war between the devatās (celestial gods) and the daityas (demons from the nether regions). Eventually, the devatās won by the grace of God. But their pride made them think that it was due to their own strength. God wanted to teach them a lesson; He manifested as an effulgent and powerful yakṣha (a semi-celestial being) in the celestial sky.When Indra, the King of Heaven saw this yakṣha, he felt insecure and intimidated. To find out who this yakṣha was, he sent Agni, the fire god. With great pride, Agni challenged the yakṣha and said, “I am the fire god, and possess the power to burn the entire world within seconds, please reveal yourself.” The yakṣha put in front of him a piece of straw and asked if he could burn it. Agni laughed, “Can a blade of grass be a test for my immense power? Let that be.” But when he moved forward to burn it, he could not and started feeling very cold himself. God had taken away his power, defeated and embarrassed he ran back to Indra.Next, Indra sent Vayu, the wind god to inquire who this yakṣha was. He went to the yakṣha and said, “I am the wind god and possess the power to turn the world upside down within a few seconds, reveal who you are?” Again, the yakṣha put a piece of straw in front of Vayu and said, “Turn this over if you can?” Vayu smirked with pride and tried to blow it, but could not. He felt powerless, and with great effort, he returned to Indra exhausted.Now Indra was raged and came to challenge the yakṣha himself. But by then the yakṣha had disappeared and in his place was seated Goddess Uma, God’s divine Yogmaya power. A baffled Indra asked her, “O Divine Mother, please tell me who was that powerful yakṣha?” She answered, “O imprudent child, you could not recognize Him? Your pride had blinded your prudence. He was your Supreme Father, your creator, and power source, without him you would be powerless.” Realizing his mistake, Indra begged for forgiveness.",in human form tend forget origin eternal form we regard physical body get attracted bodily relations parents spouse children material wealth etc we feel significant we also forget god creator sustainer entire universein verse lord shree krishna said entire creation manifestation energy even sun gets radiance according scientific theories energy emitted every second sun equivalent millions nuclear power plants put together uninterrupted process billions years yet energy not reduced way the glory brilliance sun part god wonderful creationsimilarly night sky lit moon though mundane intellect might want us believe also scientifically concluded moonshine due reflection sun light but periodic movement moon also part god amazing creation the sun moon planets stars panch mahabhootas earth water air fire ether fact entire universe manifestation god vibhūtis opulence it would naïve think amazing celestial arrangement result random big bangthere story kenopanishad explicates once prolonged war devatās celestial gods daityas demons nether regions eventually devatās grace god but pride made think due strength god wanted teach lesson he manifested effulgent powerful yakṣha semicelestial celestial skywhen indra king heaven saw yakṣha felt insecure intimidated to find yakṣha sent agni fire god with great pride agni challenged yakṣha said i fire god possess power burn entire world within seconds please reveal yourself the yakṣha put front piece straw asked could burn agni laughed can blade grass test immense power let be but moved forward burn could not started feeling cold god taken away power defeated embarrassed ran back indranext indra sent vayu wind god inquire yakṣha he went yakṣha said i wind god possess power turn world upside within seconds reveal again yakṣha put piece straw front vayu said turn vayu smirked pride tried blow could not he felt powerless great effort returned indra exhaustednow indra raged came challenge yakṣha but yakṣha disappeared place seated goddess uma god divine yogmaya power a baffled indra asked o divine mother please tell powerful yakṣha she answered o imprudent child could not recognize him your pride blinded prudence he supreme father creator power source without would powerless realizing mistake indra begged forgiveness
15,13,गामाविश्य च भूतानि धारयाम्यहमोजसा | पुष्णामि चौषधी: सर्वा: सोमो भूत्वा रसात्मक: ॥13॥,And entering the earth I sustain the beings through (My) power; and nourish all the plants by becoming Soma which is of the nature of sap.,"In this verse, Shree Krishna has said that it is His energy which has brought about the appropriate physical conditions for life to exist on planet earth. Here, gām means earth, and ojasā is energy. Like all other celestial bodies, the earth is also a big mass of matter. But God has made it habitable, so that, it can sustain life. Ever wondered, why ocean water is so salty? God could have made the oceans full of freshwater, but it would have become a breeding ground for diseases. Due to the high salt content of the ocean water, many disease-causing microorganisms cannot survive in it, thereby protecting life. Similarly, several such amazing phenomena make earth inhabitable to a variety of species, of both movable, and static living beings. Nobel laureate and famous American scientist, George Wald has written in his book, A Universe that Breeds Life: “If anyone of the considerable number of the physical properties of our universe were other than they are, then life, that now appears to be so prevalent, would be impossible, here or anywhere.” Shree Krishna also says that the moonlight gets its nourishing properties from Him. And it is the ambrosial nectar of the moonlight that nourishes the entire plant life, i.e. fruits, vegetables, grains, herbs, etc.",in verse shree krishna said his energy brought appropriate physical conditions life exist planet earth here gām means earth ojasā energy like celestial bodies earth also big mass matter but god made habitable sustain life ever wondered ocean water salty god could made oceans full freshwater would become breeding ground diseases due high salt content ocean water many diseasecausing microorganisms not survive thereby protecting life similarly several amazing phenomena make earth inhabitable variety species movable static living beings nobel laureate famous american scientist george wald written book a universe breeds life if anyone considerable number physical properties universe life appears prevalent would impossible anywhere shree krishna also says moonlight gets nourishing properties him and ambrosial nectar moonlight nourishes entire plant life ie fruits vegetables grains herbs etc
15,14,अहं वैश्वानरो भूत्वा प्राणिनां देहमाश्रित: | प्राणापानसमायुक्त: पचाम्यन्नं चतुर्विधम् ॥14॥,"Taking the form of Vaisvanara and residing in the bodies of creatures, I, in association with Prana and Apana, digest the four kinds of food.","Shree Krishna says that God exists inside all living beings as vaiśhvānara, meaning “fire of digestion,” which is ignited by the power of God.  The Bṛihadāraṇyak Upaniṣhad has also stated:ayam agnir vaiśhvānaro yo ’yam antaḥ puruṣheyenedam annaṁ achyate (5.9.1) “God is the fire inside the stomach that enables living beings to digest food.” Though the scientific community has concluded, that the organs of the digestive system such as the stomach, liver, pancreas, gall bladder, etc. secrete digestive juices enabling the digestion of food in living beings. This revelation by God suggests that such an approach is naïve. It is God’s energy which fires up the digestive process in living beings.Chaturvidham means four types and annam means food. Food is categorized into four types: 1. Bhojya - Foods that are chewed, such as bread, chapatti, etc.  2. Peya - These are mostly liquid or semi-solid foods which we have to swallow or drink, such as milk, juice, etc.  3. Kośhya - Foods that are sucked, such as sugarcane.  4. Lehya - This includes foods that are licked, such as honey, etc.In the last few verses, Shri Krishna has explicated how God supports every aspect of our life. With his energy, He makes the earth habitable, nourishes all vegetation, and even ignites the gastric fire to digest our food. In the next verse, he concludes by stating that He is the master of all knowledge.",shree krishna says god exists inside living beings vaiśhvānara meaning fire digestion ignited power god the bṛihadāraṇyak upaniṣhad also stated ayam agnir vaiśhvānaro yo yam antaḥ puruṣheyenedam annaṁ achyate god fire inside stomach enables living beings digest food though scientific community concluded organs digestive system stomach liver pancreas gall bladder etc secrete digestive juices enabling digestion food living beings this revelation god suggests approach naïve it god energy fires digestive process living beingschaturvidham means four types annam means food food categorized four types bhojya foods chewed bread chapatti etc peya these mostly liquid semisolid foods swallow drink milk juice etc kośhya foods sucked sugarcane lehya this includes foods licked honey etcin last verses shri krishna explicated god supports every aspect life with energy he makes earth habitable nourishes vegetation even ignites gastric fire digest food in next verse concludes stating he master knowledge
15,15,सर्वस्य चाहं हृदि सन्निविष्टो मत्त: स्मृतिर्ज्ञानमपोहनं च | वेदैश्च सर्वैरहमेव वेद्यो वेदान्तकृद्वेदविदेव चाहम् ॥15॥,"And I am seated in the hearts of all. From Me are memory, knowledge and their loss. I alone am the object to be known through all the Vedas; I am also the originator of the Vedanta, and I Myself am the knower of the Vedas.","In this verse, Lord Shree Krishna says that He has bestowed upon us this amazing ability of memory and knowledge. While the mind and the intellect are like software; the brain can be considered hardware. Yet this mechanism of the brain is way beyond human understanding.Although there is vast development in technology, there are many areas where the scientific community is still struggling. For example, surgeons who perform brain transplant get delighted with their feat; but do not fully understand its functions. Another example is of face-recognition technology. It is remarkable that humans can very easily recognize someone they meet after several years, even though there are many changes in their looks. Whereas, present-day computers sometimes cannot even recognize unchanged faces. How amazing it is that while the scanner software finds it difficult to read even typewritten text; humans can read even sketchy handwritings, without much effort. Such are the mysteries of the human brain which the Supreme Lord has created. Shree Krishna says that He has also given us this power of forgetting the past. Similar to how unwanted records are deleted from a computer, living beings wipe off unwanted memories. Else there would be an information overload. Uddhav says to Shree Krishna:  tvatto jñānaṁ hi jīvānāṁ pramoṣhas te ’tra śhaktitaḥ  (Bhagavatam 11.22.28)“From You alone, the knowledge of the living being arises, and by Your potency that knowledge is stolen away.” Other than the internal knowledge that we carry, there is another source of knowledge; that is from the scriptures. In this verse, the Lord has further revealed his glories in regards to the manifestation of the Vedas; that he is the creator, knower, and writer of the Vedas. God is divine and all his creations, including the Vedas, are divine. He alone is the knower of their true meaning; and only by his grace can a fortunate soul know the Vedas. Ved Vyas the author of the Vedānt Darśhan is considered to be an avatar of God. And Shree Krishna has specifically mentioned that he is the author of the Vedānt. Eventually, He says that although the Vedas give out numerous instructions both material and spiritual, the final objective of all knowledge is to know Him. The purpose of the rituals and ceremonies instructed are to lure people back from the material world towards spirituality. They act as an intermediate step to detach them from their materialistic mindset and direct them towards God. The Kaṭhopaniṣhad (1.2.15) states: sarve vedā yat padamāmananti  “All the Vedic mantras are actually pointing towards God.” Memorizing and reciting the Vedic mantras in proper meter, following all the rituals, meditating or even awakening the kuṇḍalinī power; all will be worthless if we do not know God. Only those who have learned to truly love God, have understood the real teachings of all the Vedic scriptures. Jagadguru Shree Kripaluji Maharaj states: sarva śhāstra sāra yaha govind rādhe, āṭhoṅ yām mana hari guru meṅ lagā de  (Rādhā Govind Geet) “The essence of all the scriptures is to engage your mind day and night in loving devotion to God and Guru.” In the next two verses, Shree Krishna has described the terms kṣhar, akṣhar, and Puruṣhottam and given proper perspective to the knowledge revealed so far.",in verse lord shree krishna says he bestowed upon us amazing ability memory knowledge while mind intellect like software brain considered hardware yet mechanism brain way beyond human understandingalthough vast development technology many areas scientific community still struggling for example surgeons perform brain transplant get delighted feat not fully understand functions another example facerecognition technology it remarkable humans easily recognize someone meet several years even though many changes looks whereas presentday computers sometimes not even recognize unchanged faces how amazing scanner software finds difficult read even typewritten text humans read even sketchy handwritings without much effort such mysteries human brain supreme lord created shree krishna says he also given us power forgetting past similar unwanted records deleted computer living beings wipe unwanted memories else would information overload uddhav says shree krishna tvatto jñānaṁ hi jīvānāṁ pramoṣhas te tra śhaktitaḥ bhagavatam from you alone knowledge living arises your potency knowledge stolen away other internal knowledge carry another source knowledge scriptures in verse lord revealed glories regards manifestation vedas creator knower writer vedas god divine creations including vedas divine he alone knower true meaning grace fortunate soul know vedas ved vyas author vedānt darśhan considered avatar god and shree krishna specifically mentioned author vedānt eventually he says although vedas give numerous instructions material spiritual final objective knowledge know him the purpose rituals ceremonies instructed lure people back material world towards spirituality they act intermediate step detach materialistic mindset direct towards god the kaṭhopaniṣhad states sarve vedā yat padamāmananti all vedic mantras actually pointing towards god memorizing reciting vedic mantras proper meter following rituals meditating even awakening kuṇḍalinī power worthless not know god only learned truly love god understood real teachings vedic scriptures jagadguru shree kripaluji maharaj states sarva śhāstra sāra yaha govind rādhe āṭhoṅ yām mana hari guru meṅ lagā de rādhā govind geet the essence scriptures engage mind day night loving devotion god guru in next two verses shree krishna described terms kṣhar akṣhar puruṣhottam given proper perspective knowledge revealed far
15,16,द्वाविमौ पुरुषौ लोके क्षरश्चाक्षर एव च | क्षर: सर्वाणि भूतानि कूटस्थोऽक्षर उच्यते ॥16॥,There are these two persons in the world-the mutable and the immutable. The mutable consists of all things; the one existing as Maya is called the immutable.,"Shree Krishna says that there are two kinds of beings; the kṣhar (perishable) and the akṣhar (imperishable). All beings in the material realm are perishable, and those liberated are imperishable. Although all souls are eternal; in the material realm, Maya binds the individual soul to a material body. From the tiniest insect to the celestial gods, all embodied living entities in the material world are kṣhar (perishable). They have to go through the repetitive cycle of birth and death of their material body.Whereas, the akṣhar (imperishable) souls possess an immortal body, which is free from the cycle of birth and death. They reside forever in the divine realm; the Abode of God.",shree krishna says two kinds beings kṣhar perishable akṣhar imperishable all beings material realm perishable liberated imperishable although souls eternal material realm maya binds individual soul material body from tiniest insect celestial gods embodied living entities material world kṣhar perishable they go repetitive cycle birth death material bodywhereas akṣhar imperishable souls possess immortal body free cycle birth death they reside forever divine realm abode god
15,17,उत्तम: पुरुषस्त्वन्य: परमात्मेत्युदाहृत: | यो लोकत्रयमाविश्य बिभर्त्यव्यय ईश्वर: ॥17॥,"But different is the supreme Person who is spoken of as the transcendental Self, who, permeating the three worlds, upholds (them), and is the imperishable God.","In the previous verses, Shree Krishna spoke about the different worlds and categories of souls. Now he speaks of God - the Supreme Divine Personality called the Paramātma, which means the Supreme Soul. The appellation of Param emphasizes on the fact that Paramātmā is different from ātmā, which is an individual soul, whereas, Paramātmā is the Supreme Soul. He is the transcendental God who controls both the perishable and imperishable worlds. For the non-dualistic philosophers who propagate that individual soul itself is the Supreme Soul, this verse is clear disapproval of their claim. While the individual soul is very tiny and confined to the material body it resides in; the Supreme Soul is present inside every living entity. He is the constant companion of the individual soul in every life, immaterial of what species the soul gets born into. He sits in their hearts quietly taking a note; keeping an account of their karmas, and gives appropriate results.  For example, in a particular birth, a soul has received a dog’s body. The Supreme Soul continues to be inside and gives results based on the soul’s past karmas. This explains why even dogs have different destinies. Some dogs are born on the streets, live a famished life, and die in misery. Whereas, some get to live comfortably as pets in lavish mansions, living a dainty life. This huge difference in destiny is due to the stockpile of karmas from their previous births. The Supreme Soul which accompanies the soul in its various births, in different species, keeps granting results based on its karmas.The Supreme Soul also exists in a personal form as the four-armed Kshirodakshayi Vishnu, commonly known as “Bhagwan Vishnu”. A popular saying in Hindi goes: “mārane vāle ke do hāth, bachāne vāle ke chār hāth” which means, a killer has two arms, but the savior has four arms.  The four-armed personality referred to here is the Paramātmā, the Supreme Soul.",in previous verses shree krishna spoke different worlds categories souls now speaks god supreme divine personality called paramātma means supreme soul the appellation param emphasizes fact paramātmā different ātmā individual soul whereas paramātmā supreme soul he transcendental god controls perishable imperishable worlds for nondualistic philosophers propagate individual soul supreme soul verse clear disapproval claim while individual soul tiny confined material body resides supreme soul present inside every living entity he constant companion individual soul every life immaterial species soul gets born he sits hearts quietly taking note keeping account karmas gives appropriate results for example particular birth soul received dog body the supreme soul continues inside gives results based soul past karmas this explains even dogs different destinies some dogs born streets live famished life die misery whereas get live comfortably pets lavish mansions living dainty life this huge difference destiny due stockpile karmas previous births the supreme soul accompanies soul various births different species keeps granting results based karmasthe supreme soul also exists personal form fourarmed kshirodakshayi vishnu commonly known bhagwan vishnu a popular saying hindi goes mārane vāle ke hāth bachāne vāle ke chār hāth means killer two arms savior four arms the fourarmed personality referred paramātmā supreme soul
15,18,यस्मात्क्षरमतीतोऽहमक्षरादपि चोत्तम: | अतोऽस्मि लोके वेदे च प्रथित: पुरुषोत्तम: ॥18॥,"Since I am transcendental to the mutable and above even the immutable, hence I am well known in the world and in the Vedas as the supreme Person.","So far in this chapter, Shree Krishna has detailed that His opulence is the source of all the magnificence in nature, and in creating the visible universe he does not deplete Himself. In this verse, He has called Himself Puruṣhottam, the Divine Supreme Person who transcends over the material world, which includes both kṣhar the perishable and akṣhar the imperishable divine souls.   Does that mean the Puruṣhottam He has referred to and Lord Shree Krishna Himself are two different entities? To eliminate any such doubts, in this verse, while referring to Himself Shree Krishna has used the term aham (I), which is first person singular. He also said that the Vedas and the Smritis have described Him similarly:kṛiṣhṇa eva paro devas taṁ dhyāyet taṁ rasayet taṁ yajet taṁ bhajed(Gopāl Tāpani Upaniṣhad)“Lord Krishna is the Supreme Lord. Meditate upon Him, relish the bliss of His devotion, worship Him, and serve Him.” yo ’sau paraṁ brahma gopālaḥ(Gopāl Tāpani Upaniṣhad) “Gopal (Lord Krishna) is the Supreme Being.”Then the question arises, who are Lord Ram, Lord Vishnu and Lord Shiva, and all the other Gods and Goddesses? They are all different manifestations of the same Bhagavān, the Supreme Divine Personality and should not be considered separate.",so far chapter shree krishna detailed his opulence source magnificence nature creating visible universe not deplete himself in verse he called himself puruṣhottam divine supreme person transcends material world includes kṣhar perishable akṣhar imperishable divine souls does mean puruṣhottam he referred lord shree krishna himself two different entities to eliminate doubts verse referring himself shree krishna used term aham i first person singular he also said vedas smritis described him similarly kṛiṣhṇa eva paro devas taṁ dhyāyet taṁ rasayet taṁ yajet taṁ bhajed gopāl tāpani upaniṣhad lord krishna supreme lord meditate upon him relish bliss his devotion worship him serve him yo sau paraṁ brahma gopālaḥ gopāl tāpani upaniṣhad gopal lord krishna supreme being then question arises lord ram lord vishnu lord shiva gods goddesses they different manifestations bhagavān supreme divine personality not considered separate
15,19,यो मामेवमसम्मूढो जानाति पुरुषोत्तमम् | स सर्वविद्भजति मां सर्वभावेन भारत ॥19॥,"O scion of the Bharata dynasty, he who, being free from delusion, knows Me the supreme Person thus, he is all-knowing and adores Me with his whole being.","As per the Shreemad Bhagavatam, there are three ways to realize God:vadanti tat tattva-vidas tattvaṁ yaj jñānam advayambrahmeti paramātmeti bhagavān iti śhabdyate   (1.2.11)“The knowers of the Truth have stated that there is only one Supreme Entity that manifests in three ways in the world—Brahman, Paramātmā, and Bhagavān.” This does not mean that these three are different entities, God is one, and these forms are only his manifestations.  As water exists in nature as ice, water, and steam that have different physical properties; but are forms of the same substance; likewise, God exists in three forms Brahman, the formless, omnipotent and omnipresent. The followers of jñāna-yoga worship God as Brahman. The aṣhṭāṅg-yoga seeks God as Paramātmā, the Supreme Soul who resides in the hearts of all living creatures. Whereas, Bhagavān is more personal and can be considered the sweetest among his form. Here, God manifests as a person and performs sweet Leelas (pastimes). The devotees of the Bhākti-yoga savor this form and immerse themselves in his loving bliss, as explained earlier in verse 12.2.In this chapter, Shree Krishna has described all three forms of God. But which of them is the most complete? Here, in this verse lies the answer. Shree Krishna says those who know Him as the Supreme Divine Personality and worship him as Bhagavān truly have complete knowledge of Him.Jagadguru Shree Kripaluji Maharaj in his book Bhakti Śhatak has given a detailed explanation of why Bhagavān realization is the highest. He has quoted the same verse 1.2.11 of the Shreemad Bhagavatam and said:tīna rūp śhrī kṛiṣhṇa ko, vedavyās batāya,brahma aura paramātmā, aru bhagavān kahāya.   (Bhakti Śhatak verse 21)“Ved Vyas has declared that the Supreme Lord manifests in three ways—Brahman, Paramātmā, and Bhagavān.”  Then he goes on to describe these three manifestations of the Absolute Truth.sarvaśhakti sampann ho, śhakti vikāsa na hoya,sat chit ānanda rūp jo, brahma kahāve soya.   (Bhakti Śhatak verse 22)“As Brahman, the infinite energies of God are all latent.  He merely displays eternal knowledge and bliss.”sarvaśhakti sanyukta ho, nāma rūp guṇa hoya,līlā parikara rahit ho, paramātmā hai soya.   (Bhakti Śhatak verse 23) “As Paramātmā, God displays His Form, Name, and Virtues.  But He does not engage in Leelas, nor does He have associates.”sarvaśhakti prākaṭya ho, līlā vividha prakāra,viharata parikara sang jo, tehi bhagavān pukāra.   (Bhakti Śhatak verse 24)“The aspect of God in which He manifests all His energies and engages in various loving Pastimes with His devotees is called Bhagavān.”Through these verses, Jagadguru Shree Kripaluji Maharaj has explicated that; while in His manifestation as Brahman and Paramātmā God does not reveal himself completely; but as Bhagavān, He manifests himself with all his Names, Forms, Virtues, Pastimes, Abodes, and Associates.  This complete realization of the Supreme Entity has also been explained earlier in verse 12.2, with the example of a train. Thus, those who seek God as Bhagavān, the Supreme Divine Personality can truly acquire complete knowledge of Him.",as per shreemad bhagavatam three ways realize god vadanti tat tattvavidas tattvaṁ yaj jñānam advayambrahmeti paramātmeti bhagavān iti śhabdyate the knowers truth stated one supreme entity manifests three ways paramātmā bhagavān this not mean three different entities god one forms manifestations as water exists nature ice water steam different physical properties forms substance likewise god exists three forms brahman formless omnipotent omnipresent the followers jñānayoga worship god brahman the aṣhṭāṅgyoga seeks god paramātmā supreme soul resides hearts living creatures whereas bhagavān personal considered sweetest among form here god manifests person performs sweet leelas pastimes the devotees bhāktiyoga savor form immerse loving bliss explained earlier verse chapter shree krishna described three forms god but complete here verse lies answer shree krishna says know him supreme divine personality worship bhagavān truly complete knowledge himjagadguru shree kripaluji maharaj book bhakti śhatak given detailed explanation bhagavān realization highest he quoted verse shreemad bhagavatam said tīna rūp śhrī kṛiṣhṇa ko vedavyās batāya brahma aura paramātmā aru bhagavān kahāya bhakti śhatak verse ved vyas declared supreme lord manifests three paramātmā bhagavān then goes describe three manifestations absolute truthsarvaśhakti sampann ho śhakti vikāsa na hoya sat chit ānanda rūp jo brahma kahāve soya bhakti śhatak verse as brahman infinite energies god latent he merely displays eternal knowledge bliss sarvaśhakti sanyukta ho nāma rūp guṇa hoya līlā parikara rahit ho paramātmā hai soya bhakti śhatak verse as paramātmā god displays his form name virtues but he not engage leelas he associates sarvaśhakti prākaṭya ho līlā vividha prakāra viharata parikara sang jo tehi bhagavān pukāra bhakti śhatak verse the aspect god he manifests his energies engages various loving pastimes his devotees called bhagavān through verses jagadguru shree kripaluji maharaj explicated his manifestation brahman paramātmā god not reveal completely bhagavān he manifests names forms virtues pastimes abodes associates this complete realization supreme entity also explained earlier verse example train thus seek god bhagavān supreme divine personality truly acquire complete knowledge him
